date,Battery (Charging) -  MW,Exports -  MW,Imports -  MW,Distillate -  MW,Gas (Steam) -  MW,Gas (CCGT) -  MW,Gas (OCGT) -  MW,Gas (Reciprocating) -  MW,Battery (Discharging) -  MW,Wind -  MW,Solar (Utility) -  MW,Solar (Rooftop) -  MW,Temperature - C,Emissions Intensity - kgCO₂e/MWh,Price - AUD/MWh
2022-06-17 18:35,-2.70,0.00,8.88,227.60,383.00,679.40,556.60,189.70,0.14,160.90,0.00,0.00,11.72,NaN,300.00
2022-06-17 18:40,-1.20,0.00,2.17,200.70,383.00,678.60,510.90,190.10,0.04,163.90,0.00,0.00,11.73,NaN,300.00
2022-06-17 18:45,-0.28,0.00,40.45,227.90,389.00,681.00,484.80,191.00,0.00,178.80,0.00,0.00,11.75,NaN,300.00
2022-06-17 18:50,-0.29,0.00,27.55,213.40,388.00,681.10,481.70,190.70,0.01,185.70,0.00,0.00,11.77,NaN,300.00
2022-06-17 18:55,-0.37,0.00,41.25,227.80,384.00,679.80,482.00,189.00,0.08,191.50,0.00,0.00,11.78,NaN,300.00
2022-06-17 19:00,-1.71,0.00,41.25,228.50,383.00,679.70,478.70,189.20,0.09,192.90,0.00,0.00,11.80,NaN,300.00
2022-06-17 19:05,-0.30,0.00,37.67,144.60,388.00,682.80,483.70,191.80,0.00,202.80,0.00,0.00,11.85,NaN,300.00
2022-06-17 19:10,-1.43,0.00,41.25,228.50,385.00,682.20,479.10,187.70,0.08,210.50,0.00,0.00,11.90,NaN,300.00
2022-06-17 19:15,-2.38,0.00,41.25,215.50,382.00,679.00,481.50,189.00,0.06,219.90,0.00,0.00,11.95,NaN,300.00
2022-06-17 19:20,-0.48,0.00,41.25,147.30,388.00,682.60,483.30,189.80,0.02,223.40,0.00,0.00,12.00,NaN,300.00
2022-06-17 19:25,-2.32,0.00,41.25,159.40,384.00,683.00,483.80,189.40,0.16,239.60,0.00,0.00,12.05,NaN,300.00
2022-06-17 19:30,-2.18,0.00,41.25,111.90,387.00,682.60,481.60,188.60,0.07,257.60,0.00,0.00,12.10,NaN,300.00
2022-06-17 19:35,-1.86,0.00,41.25,111.90,386.00,682.90,486.00,189.10,0.16,275.40,0.00,0.00,12.10,NaN,300.00
2022-06-17 19:40,-0.98,0.00,41.25,111.80,384.00,680.20,483.10,188.90,0.01,290.30,0.00,0.00,12.10,NaN,300.00
2022-06-17 19:45,-0.33,0.00,41.25,112.30,388.00,683.20,484.90,191.80,0.10,314.10,0.00,0.00,12.10,NaN,300.00
2022-06-17 19:50,-4.85,0.00,41.25,111.70,383.00,675.90,481.60,186.80,0.03,319.80,0.00,0.00,12.10,NaN,300.00
2022-06-17 19:55,-0.27,0.00,41.25,112.60,390.00,684.40,487.40,192.70,3.70,324.30,0.00,0.00,12.10,NaN,300.00
2022-06-17 20:00,-0.26,0.00,41.25,112.40,386.00,682.10,479.10,189.10,0.01,345.10,0.00,0.00,12.10,NaN,300.00
2022-06-17 20:05,-0.34,0.00,41.25,111.90,385.00,682.00,483.80,189.20,0.00,348.30,0.00,0.00,12.10,NaN,300.00
2022-06-17 20:10,-0.15,0.00,41.25,112.20,388.00,685.60,484.90,190.50,0.80,364.10,0.00,0.00,12.10,NaN,300.00
2022-06-17 20:15,-0.17,0.00,41.25,112.30,390.00,684.50,486.40,192.00,0.01,378.20,0.00,0.00,12.10,NaN,300.00
2022-06-17 20:20,-0.26,0.00,41.25,112.30,390.00,685.20,485.40,192.50,4.31,385.10,0.00,0.00,12.10,NaN,300.00
2022-06-17 20:25,-0.41,0.00,41.25,112.50,390.00,686.00,484.20,193.30,0.21,392.90,0.00,0.00,12.10,NaN,300.00
2022-06-17 20:30,-0.49,0.00,41.25,112.70,388.00,686.20,479.40,189.10,0.02,407.60,0.00,0.00,12.10,NaN,300.00
2022-06-17 20:35,-0.30,0.00,41.25,112.50,389.00,686.20,485.70,192.60,0.21,415.60,0.00,0.00,12.08,NaN,300.00
2022-06-17 20:40,-0.73,0.00,41.25,112.90,386.00,684.50,481.50,191.20,0.03,438.90,0.00,0.00,12.07,NaN,300.00
2022-06-17 20:45,-0.45,0.00,41.25,112.80,384.00,684.00,482.60,188.30,0.00,452.30,0.00,0.00,12.05,NaN,300.00
2022-06-17 20:50,-0.28,0.00,41.25,113.10,386.00,684.30,487.10,191.00,0.00,445.10,0.00,0.00,12.03,NaN,300.00
2022-06-17 20:55,-1.08,0.00,41.25,113.30,384.00,682.50,485.20,189.40,0.06,453.00,0.00,0.00,12.02,NaN,300.00
2022-06-17 21:00,-0.44,0.00,41.25,112.40,384.00,680.90,484.10,189.10,0.08,470.30,0.00,0.00,12.00,NaN,300.00
2022-06-17 21:05,-0.42,0.00,41.25,112.60,386.00,681.20,484.60,189.00,0.05,481.80,0.00,0.00,11.85,NaN,300.00
2022-06-17 21:10,-0.23,0.00,41.25,111.90,385.00,682.00,470.60,189.70,0.03,488.70,0.00,0.00,11.70,NaN,300.00
2022-06-17 21:15,-0.28,0.00,41.25,111.50,385.00,681.20,448.40,190.70,0.08,509.50,0.00,0.00,11.55,NaN,300.00
2022-06-17 21:20,-0.22,0.00,41.25,112.20,386.00,683.10,441.40,188.90,0.06,507.50,0.00,0.00,11.40,NaN,300.00
2022-06-17 21:25,-0.23,0.00,41.25,112.50,386.00,686.40,443.40,190.10,0.02,515.10,0.00,0.00,11.25,NaN,300.00
2022-06-17 21:30,-0.25,0.00,41.25,113.00,388.00,685.60,441.50,191.30,0.06,511.80,0.00,0.00,11.10,NaN,300.00
2022-06-17 21:35,-1.49,0.00,41.25,112.60,386.00,686.90,442.00,190.00,0.12,521.80,0.00,0.00,11.28,NaN,291.50
2022-06-17 21:40,-0.07,0.00,41.25,112.80,387.00,685.40,442.50,190.70,0.07,513.70,0.00,0.00,11.47,NaN,291.50
2022-06-17 21:45,-1.75,0.00,41.25,113.40,384.00,683.20,441.10,188.40,0.19,525.00,0.00,0.00,11.65,NaN,291.50
2022-06-17 21:50,-1.35,0.00,41.25,113.10,386.00,684.80,440.60,188.20,0.10,538.30,0.00,0.00,11.83,NaN,291.50
2022-06-17 21:55,-0.32,0.00,41.25,113.30,384.00,683.10,442.50,189.20,0.00,539.60,0.00,0.00,12.02,NaN,291.50
2022-06-17 22:00,-0.40,0.00,41.25,114.20,387.00,686.10,442.80,190.30,0.00,544.50,0.00,0.00,12.20,NaN,291.50
2022-06-17 22:05,-0.53,0.00,41.25,114.00,384.00,680.50,440.90,189.30,0.18,546.70,0.00,0.00,12.22,NaN,298.10
2022-06-17 22:10,-1.43,0.00,41.25,113.60,384.00,681.90,418.10,189.30,0.08,564.40,0.00,0.00,12.23,NaN,298.10
2022-06-17 22:15,-0.72,0.00,41.25,113.60,388.00,684.90,370.90,190.00,0.13,578.90,0.00,0.00,12.25,NaN,298.10
2022-06-17 22:20,-0.20,0.00,41.25,114.20,390.00,688.60,349.00,192.20,0.01,590.00,0.00,0.00,12.27,NaN,298.10
2022-06-17 22:25,-0.33,0.00,41.25,113.60,390.00,690.00,348.80,191.60,2.01,598.50,0.00,0.00,12.28,NaN,298.10
2022-06-17 22:30,-0.50,0.00,41.25,113.40,383.00,681.50,345.30,188.10,0.06,598.30,0.00,0.00,12.30,NaN,298.10
2022-06-17 22:35,-0.26,0.00,41.25,113.60,388.00,691.20,348.70,192.40,0.10,600.60,0.00,0.00,12.28,NaN,278.00
2022-06-17 22:40,-0.64,0.00,41.25,94.40,384.00,686.20,337.20,189.10,0.10,618.10,0.00,0.00,12.27,NaN,278.00
2022-06-17 22:45,-0.53,0.00,41.25,67.59,387.00,685.60,337.30,188.40,0.12,627.40,0.00,0.00,12.25,NaN,278.00
2022-06-17 22:50,-0.24,0.00,41.25,66.97,387.00,686.80,295.80,189.80,0.01,634.10,0.00,0.00,12.23,NaN,278.00
2022-06-17 22:55,-0.29,0.00,41.25,52.16,384.00,683.60,291.00,189.30,0.05,617.90,0.00,0.00,12.22,NaN,278.00
2022-06-17 23:00,-1.57,0.00,41.25,29.74,386.00,683.10,290.50,189.10,0.05,625.00,0.00,0.00,12.20,NaN,278.00
2022-06-17 23:05,-0.24,-111.90,0.00,13.03,386.00,685.00,291.40,190.80,0.00,627.60,0.00,0.00,12.07,NaN,252.20
2022-06-17 23:10,-0.53,-112.80,0.00,43.83,385.00,682.00,217.20,189.70,0.00,623.60,0.00,0.00,11.93,NaN,252.10
2022-06-17 23:15,-0.23,-149.20,0.00,117.40,390.00,686.60,146.30,191.40,2.87,623.40,0.00,0.00,11.80,NaN,250.50
2022-06-17 23:20,-2.84,-239.30,0.00,117.20,389.00,689.80,79.18,190.50,0.01,622.90,0.00,0.00,11.67,NaN,246.90
2022-06-17 23:25,-10.69,-377.20,0.00,117.50,386.00,686.50,79.33,189.00,0.00,648.30,0.00,0.00,11.53,NaN,242.00
2022-06-17 23:30,-14.01,-443.00,0.00,117.10,384.00,684.60,79.24,189.90,0.00,663.10,0.00,0.00,11.40,NaN,239.60
2022-06-17 23:35,-3.95,-374.60,0.00,117.30,387.00,687.30,81.34,191.50,0.90,682.40,0.00,0.00,11.25,NaN,231.50
2022-06-17 23:40,-2.60,-369.00,0.00,117.20,387.00,685.70,72.89,190.80,0.18,702.70,0.00,0.00,11.10,NaN,231.60
2022-06-17 23:45,-0.24,-417.60,0.00,117.30,389.00,690.30,42.48,192.30,0.81,729.10,0.00,0.00,10.95,NaN,230.10
2022-06-17 23:50,-0.25,-463.30,0.00,117.20,390.00,691.20,0.12,192.80,0.01,738.70,0.00,0.00,10.80,NaN,228.60
2022-06-17 23:55,-1.25,-438.00,0.00,117.40,372.00,681.40,0.12,187.70,0.01,754.30,0.00,0.00,10.65,NaN,229.40
2022-06-18 00:00,-0.34,-360.60,0.00,117.10,356.00,683.60,0.11,190.40,0.00,779.90,0.00,0.00,10.50,NaN,232.00
2022-06-18 00:05,-1.17,-454.20,0.00,117.20,342.00,684.60,0.13,189.60,0.09,799.90,0.00,0.00,10.50,NaN,225.50
2022-06-18 00:10,-0.25,-513.40,0.00,117.10,373.00,691.90,0.12,162.50,0.00,800.00,0.00,0.00,10.50,NaN,223.60
2022-06-18 00:15,-5.63,-465.20,0.00,117.10,373.00,682.30,0.16,174.30,0.03,811.30,0.00,0.00,10.50,NaN,225.10
2022-06-18 00:20,-1.68,-350.40,0.00,116.80,338.00,683.30,0.12,98.28,0.00,812.90,0.00,0.00,10.50,NaN,228.90
2022-06-18 00:25,-0.15,-245.50,0.00,116.30,325.00,684.50,0.12,99.58,0.00,820.20,0.00,0.00,10.50,NaN,232.50
2022-06-18 00:30,-1.64,-149.40,0.00,117.00,330.00,685.10,0.12,99.81,0.16,814.30,0.00,0.00,10.50,NaN,236.10
2022-06-18 00:35,-0.64,-345.90,0.00,116.90,321.00,685.50,0.12,98.76,0.07,820.50,0.00,0.00,10.57,NaN,217.40
2022-06-18 00:40,-12.96,-301.00,0.00,117.00,316.00,682.10,0.12,99.55,0.17,828.60,0.00,0.00,10.63,NaN,218.90
2022-06-18 00:45,-2.89,-367.40,0.00,117.50,323.00,686.60,0.13,99.92,0.14,822.80,0.00,0.00,10.70,NaN,216.80
2022-06-18 00:50,-0.32,-322.10,0.00,117.40,320.00,681.90,0.12,99.32,0.08,825.10,0.00,0.00,10.77,NaN,218.30
2022-06-18 00:55,-0.40,-263.20,0.00,117.30,320.00,679.70,0.12,98.48,0.05,830.00,0.00,0.00,10.83,NaN,220.20
2022-06-18 01:00,-0.04,-187.30,0.00,117.20,319.00,681.40,0.12,99.86,0.00,816.70,0.00,0.00,10.90,NaN,222.80
2022-06-18 01:05,-0.81,-211.20,0.00,117.10,317.00,682.80,0.12,99.08,0.05,816.50,0.00,0.00,10.90,NaN,209.70
2022-06-18 01:10,-4.13,-310.10,0.00,116.00,320.00,684.60,0.12,100.20,0.03,737.40,0.00,0.00,10.90,NaN,206.60
2022-06-18 01:15,-3.40,-318.90,0.00,116.70,312.00,679.20,0.12,98.21,0.28,801.90,0.00,0.00,10.90,NaN,206.40
2022-06-18 01:20,-2.58,-82.33,0.00,117.00,314.00,681.80,0.12,99.37,0.18,829.50,0.00,0.00,10.90,NaN,214.60
2022-06-18 01:25,-9.01,0.00,31.16,117.00,311.00,678.20,0.12,98.15,0.17,752.40,0.00,0.00,10.90,NaN,254.60
2022-06-18 01:30,-0.14,-18.29,0.00,117.40,332.00,691.20,0.13,101.10,0.01,835.70,0.00,0.00,10.90,NaN,223.00
2022-06-18 01:35,-6.42,0.00,41.24,117.20,316.00,680.10,0.13,98.45,0.09,783.20,0.00,0.00,11.00,NaN,240.00
2022-06-18 01:40,-0.19,0.00,56.22,117.00,327.00,689.40,0.12,100.70,0.00,846.20,0.00,0.00,11.10,NaN,240.00
2022-06-18 01:45,-0.75,0.00,56.22,117.20,315.00,679.60,0.12,99.09,0.07,878.70,0.00,0.00,11.20,NaN,240.00
2022-06-18 01:50,-5.20,-40.03,0.00,117.30,320.00,682.50,0.13,99.03,0.00,838.30,0.00,0.00,11.30,NaN,202.40
2022-06-18 01:55,-3.55,-24.19,0.00,116.90,313.00,679.70,0.13,10.09,0.28,891.40,0.00,0.00,11.40,NaN,205.10
2022-06-18 02:00,-0.55,-27.86,0.00,117.10,313.00,682.10,0.13,0.00,0.15,887.80,0.00,0.00,11.50,NaN,204.30
2022-06-18 02:05,-0.15,0.00,10.68,117.40,317.00,682.30,0.12,0.00,7.21,885.20,0.00,0.00,11.45,NaN,227.80
2022-06-18 02:10,-0.60,-47.67,0.00,54.60,284.00,658.20,0.13,0.00,3.23,886.60,0.00,0.00,11.40,NaN,185.40
2022-06-18 02:15,0.00,-37.96,0.00,54.60,250.00,645.90,0.12,0.00,0.22,880.90,0.00,0.00,11.35,NaN,186.40
2022-06-18 02:20,-0.02,-67.22,0.00,54.60,217.00,642.20,0.13,0.00,0.03,889.00,0.00,0.00,11.30,NaN,184.20
2022-06-18 02:25,0.00,-67.97,0.00,54.50,209.00,640.90,0.12,0.00,0.11,893.90,0.00,0.00,11.25,NaN,184.10
2022-06-18 02:30,-0.15,-67.22,0.00,54.40,210.00,644.10,0.12,0.00,0.12,878.20,0.00,0.00,11.20,NaN,184.20
2022-06-18 02:35,0.00,-67.21,0.00,55.00,233.00,650.90,0.13,0.00,3.20,878.90,0.00,0.00,11.18,NaN,172.80
2022-06-18 02:40,-30.91,-67.22,0.00,55.00,234.00,650.60,0.13,0.00,0.01,875.50,0.00,0.00,11.17,NaN,172.80
2022-06-18 02:45,-60.35,-93.98,0.00,51.00,208.00,641.80,0.12,0.00,4.83,819.20,0.00,0.00,11.15,NaN,171.60
2022-06-18 02:50,-40.49,-110.60,0.00,55.00,211.00,644.70,0.12,0.00,1.04,906.60,0.00,0.00,11.13,NaN,171.00
2022-06-18 02:55,-41.55,-125.70,0.00,55.00,205.00,643.60,0.12,0.00,0.05,905.60,0.00,0.00,11.12,NaN,170.50
2022-06-18 03:00,-40.90,-146.80,0.00,55.00,213.00,643.10,0.13,0.00,0.00,917.90,0.00,0.00,11.10,NaN,169.90
2022-06-18 03:05,-33.83,-169.80,0.00,55.00,213.00,643.70,0.12,0.00,7.91,950.70,0.00,0.00,11.17,NaN,156.40
2022-06-18 03:10,-46.46,-185.80,0.00,55.00,206.00,639.20,0.12,0.00,0.00,975.70,0.00,0.00,11.23,NaN,156.00
2022-06-18 03:15,-36.09,-217.10,0.00,55.00,216.00,644.00,0.12,0.00,0.00,895.00,0.00,0.00,11.30,NaN,155.30
2022-06-18 03:20,-39.64,-264.10,0.00,54.00,198.00,642.70,0.12,0.00,0.09,892.80,0.00,0.00,11.37,NaN,154.10
2022-06-18 03:25,-41.86,-284.00,0.00,55.00,177.00,642.90,0.12,0.00,0.04,901.60,0.00,0.00,11.43,NaN,153.70
2022-06-18 03:30,-36.12,-261.10,0.00,54.00,171.00,641.50,0.12,0.00,0.07,891.60,0.00,0.00,11.50,NaN,154.20
2022-06-18 03:35,-42.77,-295.70,0.00,55.00,165.00,642.30,0.12,0.00,0.13,912.00,0.00,0.00,11.48,NaN,161.00
2022-06-18 03:40,-38.85,-336.90,0.00,55.00,167.00,644.60,0.12,0.00,0.04,918.80,0.00,0.00,11.47,NaN,160.10
2022-06-18 03:45,-26.12,-357.10,0.00,55.00,163.00,640.60,0.12,0.00,0.05,932.80,0.00,0.00,11.45,NaN,159.60
2022-06-18 03:50,-23.04,-338.20,0.00,55.00,165.00,642.70,0.13,0.00,0.07,948.80,0.00,0.00,11.43,NaN,160.10
2022-06-18 03:55,-24.89,-379.10,0.00,54.00,164.00,640.50,0.12,0.00,0.04,952.60,0.00,0.00,11.42,NaN,159.10
2022-06-18 04:00,-40.83,-359.60,0.00,55.00,165.00,640.30,0.13,0.00,0.01,974.70,0.00,0.00,11.40,NaN,159.50
2022-06-18 04:05,-22.33,-404.90,0.00,55.00,149.00,644.10,0.12,0.00,0.01,979.70,0.00,0.00,11.28,NaN,161.40
2022-06-18 04:10,-14.47,-386.40,0.00,54.78,134.00,643.00,0.12,0.00,0.02,975.00,0.00,0.00,11.17,NaN,161.80
2022-06-18 04:15,-10.75,-229.80,0.00,58.84,136.00,646.50,0.12,0.00,0.04,1003.00,0.00,0.00,11.05,NaN,165.60
2022-06-18 04:20,-11.59,-184.80,0.00,52.91,135.00,645.10,0.12,0.00,0.00,977.30,0.00,0.00,10.93,NaN,166.80
2022-06-18 04:25,-11.42,-341.80,0.00,50.91,133.00,649.00,0.12,0.00,0.09,951.00,0.00,0.00,10.82,NaN,162.90
2022-06-18 04:30,-17.36,-242.20,0.00,51.91,124.00,639.40,0.12,0.00,0.09,973.80,0.00,0.00,10.70,NaN,165.30
2022-06-18 04:35,-17.87,-236.80,0.00,51.92,123.00,644.10,0.12,0.00,0.08,954.00,0.00,0.00,10.65,NaN,155.10
2022-06-18 04:40,-11.40,-327.40,0.00,51.92,133.00,648.50,0.12,0.00,0.08,968.80,0.00,0.00,10.60,NaN,153.00
2022-06-18 04:45,-17.88,-245.70,0.00,51.92,124.00,639.10,0.12,0.00,0.13,950.50,0.00,0.00,10.55,NaN,154.90
2022-06-18 04:50,-11.60,-258.00,0.00,50.90,133.00,646.40,0.12,0.00,0.04,953.00,0.00,0.00,10.50,NaN,154.60
2022-06-18 04:55,-17.15,-491.70,0.00,50.91,125.00,641.00,0.12,0.00,0.08,947.80,0.00,0.00,10.45,NaN,149.40
2022-06-18 05:00,-17.43,-504.40,0.00,51.91,122.00,636.90,0.12,0.00,0.14,963.10,0.00,0.00,10.40,NaN,149.20
2022-06-18 05:05,-15.25,-500.80,0.00,52.91,125.00,641.10,0.12,0.00,0.10,965.60,0.00,0.00,10.43,NaN,155.00
2022-06-18 05:10,-22.35,-495.40,0.00,53.90,119.00,633.20,0.12,0.00,0.38,968.00,0.00,0.00,10.47,NaN,155.20
2022-06-18 05:15,-18.19,-499.70,0.00,55.77,106.00,638.50,0.12,0.00,0.04,987.60,0.00,0.00,10.50,NaN,155.10
2022-06-18 05:20,-11.55,-476.70,0.00,54.80,107.00,644.90,0.12,0.00,0.13,977.80,0.00,0.00,10.53,NaN,155.60
2022-06-18 05:25,-21.83,-463.40,0.00,56.77,101.00,640.60,0.12,0.00,0.00,1002.00,0.00,0.00,10.57,NaN,155.90
2022-06-18 05:30,-15.45,-414.80,0.00,56.76,98.00,640.90,0.12,0.00,0.12,990.90,0.00,0.00,10.60,NaN,156.90
2022-06-18 05:35,-15.31,-382.80,0.00,64.94,98.00,640.40,0.12,0.00,0.10,1021.00,0.00,0.00,10.63,NaN,158.30
2022-06-18 05:40,-13.50,-386.90,0.00,73.96,100.00,645.00,0.12,0.00,0.01,1019.00,0.00,0.00,10.67,NaN,158.20
2022-06-18 05:45,-16.80,-369.30,0.00,65.74,97.00,638.40,0.12,0.00,0.33,1013.00,0.00,0.00,10.70,NaN,158.60
2022-06-18 05:50,-16.00,-350.10,0.00,73.95,98.00,641.60,0.12,0.00,0.08,1015.00,0.00,0.00,10.73,NaN,159.00
2022-06-18 05:55,-20.85,-327.70,0.00,73.93,97.00,638.60,0.12,0.00,0.26,1037.00,0.00,0.00,10.77,NaN,159.50
2022-06-18 06:00,-12.86,-317.10,0.00,73.92,102.00,647.10,0.12,0.00,0.00,1056.00,0.00,0.00,10.80,NaN,159.80
2022-06-18 06:05,-14.20,-339.50,0.00,72.94,98.00,638.50,0.12,0.00,0.19,1045.00,0.00,0.00,10.77,NaN,161.10
2022-06-18 06:10,-1.16,-288.40,0.00,73.94,102.00,648.50,0.12,0.00,20.10,1092.00,0.00,0.00,10.73,NaN,162.30
2022-06-18 06:15,-0.33,-74.31,0.00,73.91,109.00,649.60,0.12,0.00,53.30,1092.00,0.00,0.00,10.70,NaN,168.50
2022-06-18 06:20,-0.66,-113.80,0.00,72.95,116.00,651.20,0.12,0.00,75.61,1074.00,0.00,0.00,10.67,NaN,167.00
2022-06-18 06:25,-0.91,-204.20,0.00,116.60,120.00,653.60,0.12,0.00,126.10,1054.00,0.00,0.00,10.63,NaN,164.40
2022-06-18 06:30,-0.97,-222.00,0.00,116.30,123.00,651.00,0.12,0.00,58.13,1066.00,0.00,0.00,10.60,NaN,163.90
2022-06-18 06:35,0.00,-148.70,0.00,73.68,127.00,650.00,0.12,0.00,107.80,1072.00,0.00,0.00,10.58,NaN,200.20
2022-06-18 06:40,0.00,-241.70,0.00,74.28,114.00,651.80,0.12,0.00,46.02,1070.00,0.00,0.00,10.57,NaN,197.20
2022-06-18 06:45,0.00,-322.00,0.00,74.22,105.00,653.40,0.12,0.00,56.37,1064.00,0.00,0.00,10.55,NaN,194.80
2022-06-18 06:50,-0.45,-231.00,0.00,89.79,96.00,635.40,0.12,0.00,11.08,1068.00,0.00,0.00,10.53,NaN,197.50
2022-06-18 06:55,0.00,-314.20,0.00,74.26,98.00,640.40,0.11,0.00,10.46,1077.00,0.00,0.00,10.52,NaN,195.00
2022-06-18 07:00,-4.98,-203.40,0.00,73.28,96.00,637.30,0.12,0.00,1.31,1072.00,0.00,0.00,10.50,NaN,198.30
2022-06-18 07:05,-0.15,-155.90,0.00,74.28,97.00,639.80,0.12,0.00,8.89,1072.00,0.00,0.00,10.50,NaN,212.10
2022-06-18 07:10,-0.08,-264.60,0.00,74.30,108.00,652.30,0.12,0.00,25.76,1064.00,0.00,0.00,10.50,NaN,212.10
2022-06-18 07:15,-0.46,-372.80,0.00,74.47,96.00,636.40,0.12,0.00,1.25,1075.00,0.00,0.00,10.50,NaN,211.80
2022-06-18 07:20,-0.18,-392.20,0.00,73.67,97.00,639.70,0.12,0.00,4.51,1053.00,0.00,0.00,10.50,NaN,211.20
2022-06-18 07:25,-0.55,-281.80,0.00,74.69,96.00,635.60,0.12,0.00,0.41,1042.00,0.00,0.00,10.50,NaN,212.10
2022-06-18 07:30,0.00,-356.70,0.00,74.69,99.00,641.30,0.12,0.00,10.18,1030.00,0.00,0.00,10.50,NaN,212.10
